INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Abda Silva', 'AbdaSilva1@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Miriam', 'Miriam@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Maciel', 'Maciel@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Manoel', 'Manoel@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Mantovaine', 'Mantovaine@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marcel', 'Marcel@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marcelo', 'Marcelo@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marciano', 'Marciano@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marcilio', 'Marcilio@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marcio', 'Marcio@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marco', 'Marco@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marcos', 'Marcos@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Mariano', 'Mariano@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marino', 'Marino@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Mario', 'Mario@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Martin', 'Martin@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Massimo', 'Massimo@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Mateus', 'Mateus@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Matias', 'Matias@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Mauricio', 'Mauricio@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Mauro', 'Mauro@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Max', 'Max@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Maximiliano', 'Maximiliano@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Michel', 'Michel@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Miguel', 'Miguel@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Milton', 'Milton@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Moacir', 'Moacir@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Moises', 'Moises@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Mohsen', 'Mohsen@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Morris', 'Morris@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Murilo Nadia', 'MuriloNadia@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Naiara', 'Naiara@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nair', 'Nair@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nancy', 'Nancy@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Natália', 'Natália@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Natasha', 'Natasha@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nayara', 'Nayara@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Naylla', 'Naylla@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nayma', 'Nayma@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nayra', 'Nayra@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Néia', 'Néia@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Neuza', 'Neuza@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nicia', 'Nicia@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nicole', 'Nicole@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nilda', 'Nilda@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nilva', 'Nilva@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nina', 'Nina@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ninke', 'Ninke@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nivia', 'Nivia@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Noemia', 'Noemia@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Norma', 'Norma@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nuria Nairon', 'NuriaNairon@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Narciso', 'Narciso@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Natan', 'Natan@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Natanael', 'Natanael@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nelio', 'Nelio@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nelson', 'Nelson@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nereo', 'Nereo@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nevio', 'Nevio@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Newton', 'Newton@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ney', 'Ney@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nicolas', 'Nicolas@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nilton', 'Nilton@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Nivaldo Odessa', 'NivaldoOdessa@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Odete', 'Odete@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Odila', 'Odila@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Odília', 'Odília@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ofélia', 'Ofélia@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Olga', 'Olga@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Olides', 'Olides@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Olinda', 'Olinda@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Olímpia', 'Olímpia@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Olivia', 'Olivia@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ondina', 'Ondina@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Oraides', 'Oraides@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Otávia', 'Otávia@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Otília Odair', 'OtíliaOdair@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Odécio', 'Odécio@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Odherban', 'Odherban@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Odilon', 'Odilon@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Odilson', 'Odilson@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Odir', 'Odir@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Odorico', 'Odorico@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Oduvaldo', 'Oduvaldo@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Olavo', 'Olavo@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Olegário', 'Olegário@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Olivier', 'Olivier@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Onofre', 'Onofre@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Orfeu', 'Orfeu@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Orides', 'Orides@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Orlando', 'Orlando@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Omar', 'Omar@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Oscar', 'Oscar@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Osias', 'Osias@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Osmar', 'Osmar@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Osni', 'Osni@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Osório', 'Osório@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Oswaldo', 'Oswaldo@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Otacílio', 'Otacílio@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Otaviano', 'Otaviano@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Otavio', 'Otavio@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Otelo', 'Otelo@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Otoni', 'Otoni@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Otto', 'Otto@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Oton', 'Oton@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ozeias', 'Ozeias@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ozias Pamela', 'OziasPamela@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Paola', 'Paola@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Patricia', 'Patricia@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Paula', 'Paula@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Paulete', 'Paulete@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Pedrina', 'Pedrina@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Pedrita', 'Pedrita@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Persia', 'Persia@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Perla', 'Perla@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Petra', 'Petra@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Petrúcia', 'Petrúcia@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Pia', 'Pia@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Pietra', 'Pietra@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Pilar', 'Pilar@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Poliana', 'Poliana@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Priscila', 'Priscila@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Próspera', 'Próspera@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Prudencia Pablo', 'PrudenciaPablo@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Pascoal', 'Pascoal@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Patrick', 'Patrick@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Paulo', 'Paulo@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Pedro', 'Pedro@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Percival', 'Percival@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Peter', 'Peter@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Petrucio', 'Petrucio@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Pierluigi', 'Pierluigi@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Pierpaulo', 'Pierpaulo@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Piero', 'Piero@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Pio', 'Pio@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Plácido', 'Plácido@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Plinio', 'Plinio@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Procopio Quenia', 'ProcopioQuenia@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Quitéria Quentin', 'QuitériaQuentin@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Quincas', 'Quincas@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Quirino Rafaela', 'QuirinoRafaela@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Raissa', 'Raissa@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Raquel', 'Raquel@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rebeca', 'Rebeca@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Regina', 'Regina@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rejane', 'Rejane@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Renata', 'Renata@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Riane', 'Riane@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rita', 'Rita@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Roberta', 'Roberta@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Roclides', 'Roclides@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rogeria', 'Rogeria@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Romana', 'Romana@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rosa', 'Rosa@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rosali', 'Rosali@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rosalia', 'Rosalia@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rosamaria', 'Rosamaria@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rosana', 'Rosana@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rosangela', 'Rosangela@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rosaria', 'Rosaria@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Roseane', 'Roseane@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Roseli', 'Roseli@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rosicler', 'Rosicler@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rossandra', 'Rossandra@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ruth Rafael', 'RuthRafael@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Raimundo', 'Raimundo@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ralf', 'Ralf@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ramon', 'Ramon@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Randolpho', 'Randolpho@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ráriton', 'Ráriton@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Raul', 'Raul@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Reginaldo', 'Reginaldo@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Reinaldo', 'Reinaldo@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Renato', 'Renato@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ricardo', 'Ricardo@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Roberto', 'Roberto@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Robson', 'Robson@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rodney', 'Rodney@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rodrigo', 'Rodrigo@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Roger', 'Roger@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rogerio', 'Rogerio@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Romero', 'Romero@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Romeu', 'Romeu@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Romulo', 'Romulo@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ronaldo', 'Ronaldo@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Roney', 'Roney@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Roni', 'Roni@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Roque', 'Roque@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rossélio', 'Rossélio@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Rubens Sabine', 'RubensSabine@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sabrina', 'Sabrina@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Salete', 'Salete@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Samanta', 'Samanta@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Samia', 'Samia@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Samira', 'Samira@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sandra', 'Sandra@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sarah', 'Sarah@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sarina', 'Sarina@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Selma', 'Selma@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sharon', 'Sharon@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sheeva', 'Sheeva@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sheila', 'Sheila@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Shirley', 'Shirley@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sibele', 'Sibele@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sibila', 'Sibila@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Silmara', 'Silmara@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Silvana', 'Silvana@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Silvia', 'Silvia@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Simone', 'Simone@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sioma', 'Sioma@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sofia', 'Sofia@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Solange', 'Solange@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sonia', 'Sonia@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sophia', 'Sophia@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Soraia', 'Soraia@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Stefane', 'Stefane@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Stefania', 'Stefania@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Stephanie', 'Stephanie@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Stela', 'Stela@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Suédia', 'Suédia@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sueli', 'Sueli@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sumaia', 'Sumaia@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Susan', 'Susan@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Suzana', 'Suzana@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Suzel', 'Suzel@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Suzete Salvador', 'SuzeteSalvador@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Salvio', 'Salvio@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sandro', 'Sandro@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Samir', 'Samir@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Samuel', 'Samuel@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sante', 'Sante@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Saul', 'Saul@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sebastião', 'Sebastião@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sebastian', 'Sebastian@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sergio', 'Sergio@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sidney', 'Sidney@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Silas', 'Silas@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Silvain', 'Silvain@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Silvano', 'Silvano@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Silverio', 'Silverio@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Silvio', 'Silvio@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Sócrates', 'Sócrates@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Stefano', 'Stefano@outlook.com', 'F');
